"Account Receivable and Payable data from a large manufacturer called WMS Pte Ltd, which has global operations. ",,,,,,,,,,,,





Header ,Description,,,,,,,,,,,
Country,WMS Country of operation,,,,,,,,,,,
Partner,Name of Partner,,,,,,,,,,,
ParternType,Customer or Supplier.  Customer for sales invoices and partner for purchases invoices.  Credit and Debit notes also included in the dataset,,,,,,,,,,,
Bank,Bank of WMS in the Coutry of Operation,,,,,,,,,,,
BankAccount,Bank Account of WMS in the Coutry of Operation,,,,,,,,,,,
invoiceNumber,,,,,,,,,,,,
InvoiceDate,,,,,,,,,,,,
DueDate,,,,,,,,,,,,
PaymentTerms,Days allowed for the invoice to be paid,,,,,,,,,,,
InvoiceCurrency,,,,,,,,,,,,
InvoiceAmount,,,,,,,,,,,,
SettlmentCurrency,,,,,,,,,,,,
CurrencyPair,,,,,,,,,,,,
SettlementAmount,,,,,,,,,,,,
SettledAmountUSD,Everything should be changed in the reporting currency ,,,,,,,,,,,
SettledDate,,,,,,,,,,,,
DocumentType,"Type of invoice: sales, purchase, credit or debit note",,,,,,,,,,,
Country,Partner,ParternType,Bank,BankAccount,invoiceNumber,InvoiceDate,DueDate,PaymentTerms,InvoiceCurrency,InvoiceAmount,SettlmentCurrency,CurrencyPair,SettlementAmount,SettledAmountUSD,SettledDate,DocumentType
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,9983237240,9/19/2019,10/19/2019,30,SGD,38.25,USD,USD/SGD,28.42,28.42,10/13/2019,Sales Invoice
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,2624507548,9/27/2019,10/27/2019,30,SGD,89.15,USD,USD/SGD,66.24,66.24,10/16/2019,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,9312710244,9/25/2019,10/25/2019,30,SGD,59.56,USD,USD/SGD,44.25,44.25,10/17/2019,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,8066534436,9/28/2019,10/28/2019,30,SGD,64.95,USD,USD/SGD,48.25,48.25,10/20/2019,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,9538369066,9/24/2019,10/24/2019,30,SGD,85.49,USD,USD/SGD,63.51,63.51,10/20/2019,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,6870131741,10/8/2019,11/7/2019,30,SGD,26.29,USD,USD/SGD,19.53,19.53,10/21/2019,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,213324193,10/13/2019,11/12/2019,30,SGD,66.12,USD,USD/SGD,49.12,49.12,10/22/2019,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,5040778735,10/9/2019,11/8/2019,30,SGD,58.43,USD,USD/SGD,43.41,43.41,10/29/2019,Sales Invoice
Singapore,Quickmail Distribution Pte Ltd,Customer,DBS,31302113,5219455673,10/28/2019,11/27/2019,30,SGD,54.03,USD,USD/SGD,40.14,40.14,10/30/2019,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,9121576887,10/7/2019,11/6/2019,30,SGD,99.13,USD,USD/SGD,73.64,73.64,11/1/2019,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,4565113116,9/25/2019,10/25/2019,30,SGD,69.46,USD,USD/SGD,51.6,51.6,11/2/2019,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,4672194108,10/2/2019,11/1/2019,30,SGD,42.35,USD,USD/SGD,31.46,31.46,11/4/2019,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,1441773397,10/23/2019,11/22/2019,30,SGD,69.11,USD,USD/SGD,51.34,51.34,11/9/2019,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,6844525193,10/16/2019,11/15/2019,30,SGD,58.76,USD,USD/SGD,43.66,43.66,11/14/2019,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,5743371067,10/4/2019,11/3/2019,30,SGD,55.88,USD,USD/SGD,41.52,41.52,11/14/2019,Sales Invoice
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,601606458,10/25/2019,11/24/2019,30,SGD,50.97,USD,USD/SGD,37.87,37.87,11/16/2019,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,9537610455,10/15/2019,11/14/2019,30,SGD,55.85,USD,USD/SGD,41.49,41.49,11/18/2019,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,8429016073,10/25/2019,11/24/2019,30,SGD,40.55,USD,USD/SGD,30.13,30.13,11/21/2019,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,7373872006,10/21/2019,,,SGD,-70.12,USD,USD/SGD,-52.1,-52.1,11/22/2019,Credit Note
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,270702396,10/31/2019,11/30/2019,30,SGD,50.24,USD,USD/SGD,37.33,37.33,11/25/2019,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,8951862221,10/26/2019,11/25/2019,30,SGD,74.92,USD,USD/SGD,55.66,55.66,11/25/2019,Sales Invoice
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,6505128561,11/7/2019,12/7/2019,30,SGD,17.85,USD,USD/SGD,13.26,13.26,12/2/2019,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,990527729,11/4/2019,12/4/2019,30,SGD,58.73,USD,USD/SGD,43.63,43.63,12/9/2019,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,7862469216,11/18/2019,12/18/2019,30,SGD,56.02,USD,USD/SGD,41.62,41.62,12/10/2019,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,7788984844,11/23/2019,12/23/2019,30,SGD,68,USD,USD/SGD,50.52,50.52,12/16/2019,Sales Invoice
Singapore,Quickmail Distribution Pte Ltd,Customer,DBS,31302113,4910161169,12/6/2019,1/5/2020,30,SGD,59,USD,USD/SGD,43.83,43.83,12/19/2019,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,5535719066,11/25/2019,12/25/2019,30,SGD,46,USD,USD/SGD,34.18,34.18,12/20/2019,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,3090692385,11/22/2019,12/22/2019,30,SGD,89.68,USD,USD/SGD,66.63,66.63,12/24/2019,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,9938539742,11/26/2019,12/26/2019,30,SGD,65.19,USD,USD/SGD,48.43,48.43,12/25/2019,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,7720415253,12/19/2019,1/18/2020,30,SGD,66.08,USD,USD/SGD,49.09,49.09,1/6/2020,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,2079957616,12/23/2019,1/22/2020,30,SGD,62.58,USD,USD/SGD,46.49,46.49,1/13/2020,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,2561298121,1/1/2020,1/31/2020,30,SGD,36.1,USD,USD/SGD,26.82,26.82,1/13/2020,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,2969979027,12/30/2019,1/29/2020,30,SGD,50.34,USD,USD/SGD,37.4,37.4,1/14/2020,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,8343505064,12/16/2019,1/15/2020,30,SGD,61.2,USD,USD/SGD,45.47,45.47,1/15/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,4534576559,1/3/2020,2/2/2020,30,SGD,91.37,USD,USD/SGD,67.88,67.88,1/16/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,3208997911,1/12/2020,2/11/2020,30,SGD,46.32,USD,USD/SGD,34.41,34.41,1/21/2020,Sales Invoice
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,8088935090,12/20/2019,1/19/2020,30,SGD,50.03,USD,USD/SGD,37.17,37.17,1/23/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,4881618322,12/26/2019,1/25/2020,30,SGD,104.02,USD,USD/SGD,77.28,77.28,1/31/2020,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,2906379133,12/17/2019,1/16/2020,30,SGD,66.75,USD,USD/SGD,49.59,49.59,2/1/2020,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,6879549553,1/17/2020,2/16/2020,30,SGD,47.55,USD,USD/SGD,35.33,35.33,2/2/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,3416294053,1/4/2020,2/3/2020,30,SGD,58.03,USD,USD/SGD,43.11,43.11,2/3/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,7675257333,2/2/2020,3/4/2020,31,SGD,77.35,USD,USD/SGD,57.47,57.47,2/11/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,2597867711,1/19/2020,2/18/2020,30,SGD,55.82,USD,USD/SGD,41.47,41.47,2/12/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,6639236295,2/3/2020,3/5/2020,31,SGD,60.75,USD,USD/SGD,45.13,45.13,2/13/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,5016123354,1/27/2020,2/26/2020,30,SGD,94.38,USD,USD/SGD,70.12,70.12,2/16/2020,Sales Invoice
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,4670071329,1/28/2020,2/27/2020,30,SGD,51.83,USD,USD/SGD,38.51,38.51,2/18/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,2079450535,1/17/2020,2/16/2020,30,SGD,62.12,USD,USD/SGD,46.15,46.15,2/22/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,46372811,2/21/2020,3/23/2020,31,SGD,61.96,USD,USD/SGD,46.03,46.03,2/28/2020,Sales Invoice
Singapore,Quickmail Distribution Pte Ltd,Customer,DBS,31302113,4160638076,2/16/2020,3/18/2020,31,SGD,56.5,USD,USD/SGD,41.98,41.98,3/2/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,9057872088,2/6/2020,3/8/2020,31,SGD,80.93,USD,USD/SGD,60.13,60.13,3/4/2020,Sales Invoice
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,72380981,2/16/2020,3/18/2020,31,SGD,26.44,USD,USD/SGD,19.64,19.64,3/6/2020,Sales Invoice
Singapore,Quickmail Distribution Pte Ltd,Customer,DBS,31302113,5995302563,3/4/2020,,,SGD,-31.72,USD,USD/SGD,-23.57,-23.57,3/11/2020,Credit Note
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,152050637,2/13/2020,3/15/2020,31,SGD,60.03,USD,USD/SGD,44.6,44.6,3/11/2020,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,6965323270,2/23/2020,,,SGD,-58.98,USD,USD/SGD,-43.82,-43.82,3/12/2020,Credit Note
Singapore,Quickmail Distribution Pte Ltd,Customer,DBS,31302113,4814212537,3/22/2020,4/21/2020,30,SGD,86.92,USD,USD/SGD,64.58,64.58,3/27/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,4617374678,2/28/2020,3/30/2020,31,SGD,50.8,USD,USD/SGD,37.74,37.74,3/28/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,703104577,3/31/2020,4/30/2020,30,SGD,73.49,USD,USD/SGD,54.6,54.6,4/2/2020,Sales Invoice
Singapore,Quickmail Distribution Pte Ltd,Customer,DBS,31302113,8350497297,3/16/2020,4/15/2020,30,SGD,73.27,USD,USD/SGD,54.44,54.44,4/4/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,3414952429,3/10/2020,4/9/2020,30,SGD,62.24,USD,USD/SGD,46.24,46.24,4/5/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,4396260953,4/2/2020,5/2/2020,30,SGD,56.67,USD,USD/SGD,42.1,42.1,4/16/2020,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,3562071227,3/14/2020,4/13/2020,30,SGD,60.64,USD,USD/SGD,45.05,45.05,4/16/2020,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,9869607581,3/13/2020,4/12/2020,30,SGD,57.41,USD,USD/SGD,42.65,42.65,4/22/2020,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,4465814850,4/12/2020,5/12/2020,30,SGD,63.33,USD,USD/SGD,47.05,47.05,4/24/2020,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,1482642317,3/14/2020,4/13/2020,30,SGD,78.25,USD,USD/SGD,58.14,58.14,4/27/2020,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,2458578956,3/30/2020,4/29/2020,30,SGD,64.66,USD,USD/SGD,48.04,48.04,4/28/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,7459726574,3/27/2020,4/26/2020,30,SGD,74.57,USD,USD/SGD,55.4,55.4,4/28/2020,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,4365495636,3/31/2020,4/30/2020,30,SGD,75.44,USD,USD/SGD,56.05,56.05,4/28/2020,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,649771974,4/26/2020,5/26/2020,30,SGD,68.35,USD,USD/SGD,50.78,50.78,5/7/2020,Sales Invoice
Singapore,Quickmail Distribution Pte Ltd,Customer,DBS,31302113,6018471272,5/7/2020,6/6/2020,30,SGD,79.87,USD,USD/SGD,59.34,59.34,5/15/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,3776405169,5/5/2020,6/4/2020,30,SGD,66.46,USD,USD/SGD,49.38,49.38,5/25/2020,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,8911239770,4/24/2020,5/24/2020,30,SGD,69.34,USD,USD/SGD,51.52,51.52,5/28/2020,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,479534953,4/13/2020,,,SGD,-65.83,USD,USD/SGD,-48.91,-48.91,6/2/2020,Credit Note
Singapore,Quickmail Distribution Pte Ltd,Customer,DBS,31302113,6637423646,5/25/2020,6/24/2020,30,SGD,53.59,USD,USD/SGD,39.81,39.81,6/2/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,3320090298,5/19/2020,6/18/2020,30,SGD,79.65,USD,USD/SGD,59.18,59.18,6/5/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,4450632944,5/13/2020,,,SGD,-70.87,USD,USD/SGD,-52.65,-52.65,6/8/2020,Credit Note
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,9344726527,5/28/2020,,,SGD,-68.39,USD,USD/SGD,-50.81,-50.81,6/10/2020,Credit Note
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,7282316945,5/5/2020,6/4/2020,30,SGD,74.7,USD,USD/SGD,55.5,55.5,6/10/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,4308058609,5/21/2020,6/20/2020,30,SGD,61.42,USD,USD/SGD,45.63,45.63,6/11/2020,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,2952430924,6/11/2020,,,SGD,-53.09,USD,USD/SGD,-39.44,-39.44,6/21/2020,Credit Note
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,3520663396,5/28/2020,6/27/2020,30,SGD,74.59,USD,USD/SGD,55.42,55.42,6/27/2020,Sales Invoice
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,7332034292,6/12/2020,7/12/2020,30,SGD,53.53,USD,USD/SGD,39.77,39.77,6/30/2020,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,7861925284,5/22/2020,6/21/2020,30,SGD,49.37,USD,USD/SGD,36.68,36.68,7/2/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,1681500044,6/10/2020,7/10/2020,30,SGD,63.67,USD,USD/SGD,47.3,47.3,7/3/2020,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,3110878377,6/19/2020,7/19/2020,30,SGD,36.23,USD,USD/SGD,26.92,26.92,7/12/2020,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,8473757844,6/5/2020,7/5/2020,30,SGD,26.13,USD,USD/SGD,19.41,19.41,7/13/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,7314902402,7/12/2020,8/11/2020,30,SGD,71.96,USD,USD/SGD,53.46,53.46,7/14/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,5453381490,6/10/2020,7/10/2020,30,SGD,62.64,USD,USD/SGD,46.54,46.54,7/14/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,1528599184,6/30/2020,7/30/2020,30,SGD,85.35,USD,USD/SGD,63.41,63.41,7/21/2020,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,1893700854,6/22/2020,7/22/2020,30,SGD,61.2,USD,USD/SGD,45.47,45.47,7/22/2020,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,826558350,6/24/2020,7/24/2020,30,SGD,49.68,USD,USD/SGD,36.91,36.91,7/30/2020,Sales Invoice
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,3943254945,7/6/2020,8/5/2020,30,SGD,36.33,USD,USD/SGD,26.99,26.99,8/1/2020,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,3564452169,7/20/2020,,,SGD,-48.93,USD,USD/SGD,-36.35,-36.35,8/14/2020,Credit Note
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,2752068327,7/23/2020,8/22/2020,30,SGD,56.03,USD,USD/SGD,41.63,41.63,8/18/2020,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,5866933192,7/14/2020,8/13/2020,30,SGD,62.32,USD,USD/SGD,46.3,46.3,8/19/2020,Sales Invoice
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,6059357698,7/27/2020,8/26/2020,30,SGD,31.12,USD,USD/SGD,23.12,23.12,8/24/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,3732687518,8/22/2020,9/21/2020,30,SGD,70.91,USD,USD/SGD,52.68,52.68,8/28/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,5464873037,8/28/2020,9/27/2020,30,SGD,98.83,USD,USD/SGD,73.42,73.42,8/31/2020,Sales Invoice
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,8284200295,8/11/2020,9/10/2020,30,SGD,90.42,USD,USD/SGD,67.18,67.18,9/12/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,4739557586,8/22/2020,9/21/2020,30,SGD,52.87,USD,USD/SGD,39.28,39.28,9/18/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,1890815777,8/18/2020,,,SGD,-61.71,USD,USD/SGD,-45.85,-45.85,9/19/2020,Credit Note
Singapore,Javich Distribution Pte Ltd,Customer,UOB,10604701,3557541459,8/19/2020,9/18/2020,30,SGD,51.86,USD,USD/SGD,38.53,38.53,9/19/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,6970184838,8/28/2020,9/27/2020,30,SGD,81.28,USD,USD/SGD,60.39,60.39,9/22/2020,Sales Invoice
Singapore,Goodmen Distributors Pte Ltd,Customer,Citibank,65689937,8680785503,9/8/2020,10/8/2020,30,SGD,84.5,USD,USD/SGD,62.78,62.78,9/23/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,9590153054,9/21/2020,10/21/2020,30,SGD,78.8,USD,USD/SGD,58.54,58.54,9/26/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,6520680737,9/21/2020,10/21/2020,30,SGD,89.37,USD,USD/SGD,66.4,66.4,9/28/2020,Sales Invoice
Singapore,G Q Distributors,Customer,DBS,93330592,9037173247,9/30/2020,10/30/2020,30,SGD,66.82,USD,USD/SGD,49.64,49.64,10/1/2020,Sales Invoice
Singapore,Gracelink Distribution Company,Customer,Citibank,56088187,2624507671,9/19/2020,10/19/2020,30,SGD,68.58,USD,USD/SGD,50.95,50.95,10/9/2020,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,6870131864,9/29/2020,10/29/2020,30,SGD,43.81,USD,USD/SGD,32.55,32.55,10/12/2020,Sales Invoice
Singapore,Ital Food Distributor (S) Pte Ltd,Customer,UOB,60217383,8066534559,9/26/2020,10/26/2020,30,SGD,64.95,USD,USD/SGD,48.25,48.25,10/19/2020,Sales Invoice
Singapore,Quickmail Distribution Pte Ltd,Customer,DBS,31302113,5219455796,10/17/2020,11/16/2020,30,SGD,77.19,USD,USD/SGD,57.35,57.35,10/20/2020,Sales Invoice
Singapore,Omni-Trans Distribution & Services Pte Ltd,Customer,UOB,16381528,5040778858,10/2/2020,11/1/2020,30,SGD,53.12,USD,USD/SGD,39.47,39.47,10/23/2020,Sales Invoice
Singapore,J&S Trade Distributor Company,Customer,DBS,82477643,9121577010,9/28/2020,10/28/2020,30,SGD,76.25,USD,USD/SGD,56.65,56.65,10/24/2020,Sales Invoice
Singapore, UPS Shipping Company,Supplier,DBS,53068712,4336862511,1/9/2018,2/8/2018,30,USD,58.448,USD,USD/USD,58.45,58.45,2/3/2018,Purchase Invoice
Italy,Henry Johnson Sons and Co Ltd,Supplier,Intesa San Paolo,35098583,5231639093,2/2/2018,3/3/2018,29,USD,80.652,USD,USD/USD,80.65,80.65,2/6/2018,Purchase Invoice
Australia,Crane Worldwide Logistics,Supplier,National Australian Bank (NAB),72236140,2923295636,1/10/2018,2/9/2018,30,USD,54.168,USD,USD/USD,54.17,54.17,2/7/2018,Purchase Invoice
Singapore, DB Schenker Logistics Company ,Supplier,DBS,53068712,104627688,1/17/2018,2/16/2018,30,USD,65.448,USD,USD/USD,65.45,65.45,2/11/2018,Purchase Invoice
Singapore, DTDC eCommerce Logistics Services,Supplier,DBS,53068712,9010842787,1/21/2018,2/20/2018,30,USD,29.55,USD,USD/USD,29.55,29.55,2/13/2018,Purchase Invoice
Singapore, UPS Shipping Company,Supplier,DBS,53068712,915651963,1/6/2018,2/5/2018,30,USD,62.632,USD,USD/USD,62.63,62.63,2/13/2018,Purchase Invoice
Japan,SAGAWA,Supplier,Mizuho Financial,63275025,1929016996,1/21/2018,2/20/2018,30,USD,70.312,USD,USD/USD,70.31,70.31,2/16/2018,Purchase Invoice
Australia,Supply Chain Services,Supplier,National Australian Bank (NAB),72236140,5844695179,1/16/2018,2/15/2018,30,USD,71.66,USD,USD/USD,71.66,71.66,2/18/2018,Purchase Invoice
Italy,Gefco,Supplier,Intesa San Paolo,35098583,1789437896,1/12/2018,2/11/2018,30,USD,37.064,USD,USD/USD,37.06,37.06,2/18/2018,Purchase Invoice
Singapore, DTDC eCommerce Logistics Services,Supplier,DBS,53068712,2824603908,2/4/2018,3/6/2018,30,USD,74.25,USD,USD/USD,74.25,74.25,2/18/2018,Purchase Invoice
Singapore,Maerskline,Supplier,DBS,53068712,6610467046,2/2/2018,3/3/2018,29,USD,109.369,USD,USD/USD,109.37,109.37,2/19/2018,Purchase Invoice
Italy,SAGA,Supplier,Intesa San Paolo,35098583,282341589,2/5/2018,3/6/2018,29,USD,56.952,USD,USD/USD,56.95,56.95,2/20/2018,Purchase Invoice
Singapore,Maerskline,Supplier,DBS,53068712,360451697,2/2/2018,3/3/2018,29,USD,45.096,USD,USD/USD,45.1,45.1,2/22/2018,Purchase Invoice
Italy,Henry Johnson Sons and Co Ltd,Supplier,Intesa San Paolo,35098583,4756268090,2/13/2018,3/14/2018,29,USD,37.331,USD,USD/USD,37.33,37.33,2/23/2018,Purchase Invoice
Singapore,Maerskline,Supplier,DBS,53068712,8645315380,2/5/2018,3/7/2018,30,USD,61.126,USD,USD/USD,61.13,61.13,2/23/2018,Purchase Invoice
Singapore, DB Schenker Logistics Company ,Supplier,DBS,53068712,8731613191,1/29/2018,2/28/2018,30,USD,77.44,USD,USD/USD,77.44,77.44,2/23/2018,Purchase Invoice
Australia,VISA Global Logistics,Supplier,National Australian Bank (NAB),72236140,1297791140,1/24/2018,2/23/2018,30,USD,53.504,USD,USD/USD,53.5,53.5,2/25/2018,Purchase Invoice
Italy,Marexport Global Forwarding,Supplier,Intesa San Paolo,35098583,1901766000,1/26/2018,2/25/2018,30,USD,4.53,USD,USD/USD,4.53,4.53,2/25/2018,Purchase Invoice
Australia,GMK Logistics,Supplier,National Australian Bank (NAB),72236140,8391971241,1/23/2018,2/22/2018,30,USD,42.546,USD,USD/USD,42.55,42.55,2/27/2018,Purchase Invoice
Australia,Supply Chain Services,Supplier,National Australian Bank (NAB),72236140,9676303009,1/23/2018,2/22/2018,30,USD,62.664,USD,USD/USD,62.66,62.66,2/27/2018,Purchase Invoice
Japan,Yusen Logistics,Supplier,Mizuho Financial,63275025,6050714142,1/12/2018,2/11/2018,30,USD,12.792,USD,USD/USD,12.79,12.79,2/27/2018,Purchase Invoice
Japan,CH,Supplier,Mizuho Financial,63275025,6998465407,2/19/2018,3/20/2018,29,USD,39.065,USD,USD/USD,39.07,39.07,2/28/2018,Purchase Invoice
Japan,Yusen Logistics,Supplier,Mizuho Financial,63275025,4978138348,1/20/2018,2/19/2018,30,USD,7.45,USD,USD/USD,7.45,7.45,3/2/2018,Purchase Invoice
Japan,Daily Fresh,Supplier,Mizuho Financial,63275025,5928069552,1/13/2018,2/12/2018,30,USD,68.32,USD,USD/USD,68.32,68.32,3/6/2018,Purchase Invoice
Singapore,DHL,Supplier,DBS,53068712,1148329701,2/2/2018,3/4/2018,30,USD,52.839,USD,USD/USD,52.84,52.84,3/6/2018,Purchase Invoice
Singapore, DTDC eCommerce Logistics Services,Supplier,DBS,53068712,4930326021,2/16/2018,,,USD,-64.735,USD,USD/USD,-64.74,-64.74,3/8/2018,Debit Note
Australia,Crane Worldwide Logistics,Supplier,National Australian Bank (NAB),72236140,8840022653,2/15/2018,3/16/2018,29,USD,97.779,USD,USD/USD,97.78,97.78,3/11/2018,Purchase Invoice
Japan,CH,Supplier,Mizuho Financial,63275025,4870747384,2/23/2018,3/24/2018,29,USD,42.342,USD,USD/USD,42.34,42.34,3/11/2018,Purchase Invoice
Singapore,DHL,Supplier,DBS,53068712,7866550564,2/16/2018,3/17/2018,29,USD,61.284,USD,USD/USD,61.28,61.28,3/11/2018,Purchase Invoice
Italy,Marexport Global Forwarding,Supplier,Intesa San Paolo,35098583,5198527178,2/27/2018,3/28/2018,29,USD,50.661,USD,USD/USD,50.66,50.66,3/12/2018,Purchase Invoice
